word,word_length_for_file,number_of_guess_for_file,number_of_incorrect_guesses_for_file,which_list_solved_word,letters_guessed_in_order,letters_guessed_incorrectly
flesh,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'h', 'f', 'r', 'l']","{'r', 'a'}"
often,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'i', 'o', 't', 'f']","{'r', 'i'}"
train,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'i', 'n']",{'e'}
me,2,5,3,5000EnglishWordsFrequency.txt,"['o', 'm', 's', 'r', 'e']","{'r', 'o', 's'}"
red,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'r', 'd']","{'a', 't', 'w'}"
breakfast,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'b', 'f', 'k', 'a', 's']",set()
freeze,6,5,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'z', 'b', 'f']",{'b'}
regardless,10,8,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'r', 'g', 'd', 'a', 'l', 's']",{'i'}
virtual,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'd', 't', 'u', 'v', 'r', 'a', 'l']","{'y', 'e', 'd'}"
sustainable,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'e', 'u', 'b', 'a', 'i', 'l', 's']",set()
participation,13,8,0,5000EnglishWordsFrequency.txt,"['a', 'c', 't', 'r', 'n', 'i', 'p', 'o']",set()
suburb,6,8,4,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 'u', 'b', 's']","{'e', 'a', 'o', 'i'}"
cooperative,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'c', 'e', 'r', 'v', 'a', 'p']",set()
iraqi,5,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'n', 'c', 'g', 'i', 'q']","{'e', 'c', 't', 'g', 'n'}"
gain,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 'i', 'g']","{'r', 'e', 'l', 'o'}"
revelation,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'n', 't', 'e', 'r', 'v', 'a', 'l']",set()
criminal,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'r', 'c', 'n', 'm']",{'e'}
trade,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'r', 'g', 'b', 't', 'c', 'd']","{'c', 's', 'b', 'g'}"
appreciate,10,7,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'r', 'a', 'p']",set()
key,3,8,5,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'r', 'y', 'h', 'k']","{'h', 't', 'r', 'a', 'w'}"
desire,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 'd', 'i']",set()
ours,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'o', 'r', 'u', 's']",{'e'}
contain,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'n', 'c', 'o']",{'e'}
rid,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'd', 'l', 'r']","{'e', 'a', 'p', 'l', 'o', 's'}"
away,4,6,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'r', 'y', 'w']","{'r', 'e', 'o'}"
diabetes,8,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'b', 'd', 'a', 'i', 's']",set()
gravity,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'a', 't', 'r', 'v', 'g', 'y']","{'e', 'u', 'n'}"
regret,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'g']",set()
few,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'j', 'f']","{'a', 'j', 't'}"
web,3,5,2,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'b']","{'a', 't'}"
encounter,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'u', 'r', 'n', 'o']",set()
probably,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'b', 'r', 'y', 'p', 'l']","{'e', 'i'}"
chicken,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'h', 'n', 'k', 'i']",{'r'}
rough,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'd', 'g', 'h', 'r']","{'d', 'e', 'a', 't'}"
spectacular,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'r', 'e', 'u', 'a', 'p', 'l', 's']",set()
news,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n', 'k', 's', 'w']","{'l', 'k', 'a', 't'}"
help,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'f', 'h', 'p']","{'a', 't', 'f'}"
leave,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'n', 'a', 'v', 'l']",{'n'}
right,5,12,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'h', 'g', 'm', 'l', 'f', 'n', 'r']","{'e', 'f', 'n', 'm', 'a', 'l', 'o'}"
campaign,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 'c', 'g', 'm', 'a', 'p']","{'e', 'o'}"
mountain,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 't', 'u', 'n', 'm']",{'e'}
sigh,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'n', 's', 'k', 'g', 'h']","{'e', 'n', 'k', 'a', 'l', 'o'}"
treaty,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'y', 'n', 'r', 'a']",{'n'}
seek,4,6,3,5000EnglishWordsFrequency.txt,"['e', 'd', 'l', 'k', 'w', 's']","{'d', 'l', 'w'}"
compel,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'c', 'l', 'm', 'p', 'o']","{'r', 't', 'n'}"
preparation,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'n', 'a', 'e', 'r', 'p']",set()
blank,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'n', 't', 'i', 'b', 'k', 'l']","{'e', 't', 'r', 'i', 's'}"
closely,7,7,1,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'l', 'c', 'y', 'o']",{'t'}
predator,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'd', 'a', 'p', 'o']",{'i'}
whose,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'h', 't', 'w']","{'i', 'a', 't'}"
pound,5,11,6,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'd', 'n', 'r', 's', 'w', 'p']","{'e', 't', 'r', 'a', 'w', 's'}"
page,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'w', 'l', 'g', 'p']","{'c', 't', 'r', 'm', 'w', 'l', 's'}"
chin,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'p', 't', 'n', 'r', 'c', 'h']","{'e', 't', 'r', 'a', 'p', 'o'}"
boast,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 't', 'b', 'l', 'o']","{'r', 'e', 'l'}"
your,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 'u', 'h', 'f', 't', 'y']","{'e', 'h', 't', 'f', 'l'}"
arise,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 's', 'u', 'r', 'i']","{'u', 'l'}"
corruption,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'n', 't', 'u', 'c', 'r', 'p']",set()
rapid,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'c', 'r', 'd', 'p']","{'e', 'c'}"
gallery,7,9,3,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'c', 'g', 'y', 'a', 'l']","{'c', 't', 's'}"
exactly,7,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'y', 'a', 'l', 'x']",set()
color,5,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'n', 'm', 'c', 'l']","{'e', 'a', 'm', 'n'}"
advice,6,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'v', 'd', 'c']",set()
mill,4,9,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'h', 'k', 'w', 'm']","{'e', 'h', 'k', 'a', 'w', 'o'}"
acid,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'd', 'i', 'm', 'c']","{'e', 'o', 'm'}"
failure,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'r', 'f', 'l']",set()
reason,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 'a', 'y', 'n', 'o', 's']","{'y', 'i'}"
cool,4,5,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'f', 'c']","{'e', 'f'}"
rope,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'h', 'r']","{'h', 'a', 's', 'i'}"
holy,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'f', 't', 'y', 'h']","{'d', 'e', 't', 'f'}"
joy,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w', 'g', 'n', 'y', 'j']","{'e', 't', 'n', 'g', 'a', 'w'}"
detective,9,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'v', 'd', 'i']",set()
send,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n', 'd', 'b', 's']","{'l', 'a', 't', 'b'}"
opposite,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 't', 'p', 's']",set()
estimated,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'd', 'm', 'a', 'i', 's']",set()
magic,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'c', 'n', 'g', 'm']","{'e', 'n'}"
fortune,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 't', 'h', 'u', 'r', 'f', 'n']","{'c', 'h', 'i'}"
eat,3,8,5,5000EnglishWordsFrequency.txt,"['a', 't', 'c', 'h', 'r', 'b', 'p', 'e']","{'c', 'h', 'b', 'r', 'p'}"
unknown,7,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'u', 'n', 'k', 'w']","{'e', 'a', 'i'}"
output,6,6,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'u', 'p', 't']","{'e', 'i'}"
crash,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'n', 'c', 'w', 'h', 's']","{'e', 't', 'w', 'n'}"
accommodate,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'a', 'o', 'c', 'd', 'm']",set()
till,4,10,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'h', 'k', 'w', 'm', 't']","{'e', 'h', 'm', 'k', 'a', 'w', 'o'}"
lose,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'n', 'p', 'd', 'l']","{'n', 'd', 'a', 'i', 'p'}"
excellent,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 't', 'n', 'l', 'x']",set()
nevertheless,12,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 't', 'v', 'r', 'n', 'l', 's']",{'i'}
horse,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'h', 'u', 'r']","{'u', 'a', 'i'}"
expect,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'p', 'x', 'r', 'c']",{'r'}
versus,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'p', 'a', 'u', 'v', 's']","{'p', 'a'}"
chase,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'h', 'p', 'c']",{'p'}
dense,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'n', 's', 'd']",set()
interaction,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'r', 'c', 'n', 'a', 'i', 'o']",set()
science,7,5,0,5000EnglishWordsFrequency.txt,"['e', 's', 'n', 'c', 'i']",set()
wrap,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'r', 'g', 'p', 't', 'w']","{'e', 'o', 't', 'g'}"
gradually,9,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'u', 'r', 'g', 'd', 'y', 'a', 'l']","{'e', 'o', 'i'}"
persist,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'r', 't', 'c', 'p', 's']","{'c', 'n'}"
deliberately,12,9,0,5000EnglishWordsFrequency.txt,"['i', 't', 'e', 'b', 'r', 'd', 'y', 'a', 'l']",set()
totally,7,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'y', 'l', 'o']","{'e', 'i'}"
debut,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'i', 't', 'u', 'b', 'd']","{'i', 'a', 'l'}"
biology,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'l', 'b', 'g', 'o']",{'e'}
devil,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'v', 'd', 'i']",{'a'}
recruit,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'c', 'u', 'r']",set()
breath,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'b', 'r', 'a']",set()
required,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'u', 'q', 'd', 'i']",set()
far,3,8,5,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'w', 'b', 'j', 'f']","{'j', 't', 'b', 'y', 'w'}"
possible,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'b', 'l', 'p', 's']",{'c'}
individual,10,7,0,5000EnglishWordsFrequency.txt,"['i', 'u', 'v', 'n', 'd', 'a', 'l']",set()
excuse,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'n', 's', 'x', 'c', 'u']",{'n'}
dimension,9,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 'o', 'n', 'd', 'm', 'i', 's']",{'t'}
post,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 's', 't', 'h', 'm', 'p']","{'e', 'h', 'r', 'm', 'l'}"
modern,6,10,4,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'y', 'n', 'r', 'o', 'v', 'd', 'm']","{'v', 'a', 't', 'y'}"
photography,11,9,1,5000EnglishWordsFrequency.txt,"['t', 'n', 'h', 'r', 'g', 'y', 'a', 'p', 'o']",{'n'}
early,5,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'r', 'y', 'l']",{'t'}
reality,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'r', 'l', 't', 'y', 'a']",{'n'}
waste,5,5,0,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 't', 'w']",set()
kitchen,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'h', 't', 'n', 'k', 'i']",{'r'}
acquisition,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'c', 'u', 'q', 'n', 'a', 'o', 's']",set()
chain,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'n', 'i', 'c', 'h']","{'r', 'e', 's'}"
relieve,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'v', 'i', 'l', 'b', 'r']",{'b'}
columnist,9,10,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 't', 'c', 'n', 'u', 'm', 'l', 's']",{'e'}
bronze,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'o', 'b', 'r', 'z', 'n']","{'u', 'a', 'i'}"
division,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'v', 'c', 'd', 'o', 's']","{'e', 'c'}"
dog,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w', 'g', 'l', 'f', 'd']","{'e', 't', 'f', 'a', 'w', 'l'}"
trailer,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'a', 'n', 'l']",{'n'}
some,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'l', 'm']","{'i', 'a', 'l'}"
physician,9,10,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 'h', 'c', 'y', 'a', 'p', 's']","{'e', 'o'}"
official,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'c', 'u', 'f', 'l', 'o']","{'e', 'u'}"
enforcement,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'e', 'c', 'r', 'f', 'm', 'o']",set()
chemical,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'h', 'm', 'a', 'l']",set()
alleged,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'g', 'd', 'a', 'l']",{'r'}
uh,2,7,5,5000EnglishWordsFrequency.txt,"['o', 'm', 'a', 'i', 'e', 'u', 'h']","{'e', 'm', 'a', 'i', 'o'}"
regain,6,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 'a', 'n', 'g']",set()
departure,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'n', 'u', 't', 'r', 'd', 'a', 'p']",{'n'}
plead,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'c', 'd', 'p', 'l']","{'r', 'c', 's'}"
cholesterol,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'e', 'h', 'r', 'l', 'o', 's']",set()
similarity,10,8,0,5000EnglishWordsFrequency.txt,"['i', 't', 'r', 'y', 'm', 'a', 'l', 's']",set()
inherit,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'u', 'h', 't', 'i']",{'u'}
van,3,10,7,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'b', 'd', 'n', 'f', 'v']","{'t', 'b', 'r', 'f', 'y', 'd', 'p'}"
clerk,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'd', 'h', 'c', 'r', 'k', 'l']","{'d', 'h', 'a', 's'}"
specifically,12,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'f', 'y', 'a', 'p', 'l', 's']",set()
learn,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'b', 'n', 'l']",{'b'}
demonstrate,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'r', 'n', 'd', 'm', 'a', 'o', 's']",set()
gas,3,12,9,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'b', 'd', 'n', 'w', 'k', 's', 'g']","{'t', 'b', 'r', 'n', 'y', 'd', 'k', 'w', 'p'}"
former,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'm', 'f', 'a', 'o']",{'a'}
watch,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'h', 'c', 't', 'p', 'm', 'w']","{'e', 'r', 'm', 'i', 'p'}"
liver,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 'u', 'i', 'v', 'l']","{'u', 'a', 'o'}"
expose,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'n', 's', 'x', 'c', 'p', 'o']","{'c', 'n'}"
behave,6,9,4,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'l', 'b', 'c', 'h', 'v', 'a']","{'r', 'c', 'l', 'd'}"
parental,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'l', 'n', 'a', 'p']",set()
reverse,7,4,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'v', 's']",set()
stimulus,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'u', 't', 'm', 's']",{'e'}
exam,4,4,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'x', 'm']",set()
terrorism,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'm', 'o', 's']",set()
shark,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'k', 'p', 'h']","{'e', 'p'}"
surprising,10,8,1,5000EnglishWordsFrequency.txt,"['i', 't', 'u', 'r', 'n', 'g', 'p', 's']",{'t'}
past,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 't', 'v', 'p']","{'e', 'r', 'v', 'n', 'l', 'o'}"
challenge,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'c', 'h', 'g', 'a', 'l']",set()
singer,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'a', 'g', 'i', 's']","{'a', 't'}"
constitute,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'u', 'n', 'o', 's']",set()
independent,11,6,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'e', 'd', 'i', 'p']",set()
adventure,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'u', 'v', 'r', 'd', 'a']",set()
inquiry,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'r', 'q', 'y']",{'e'}
cancel,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'c', 'a', 'l']","{'r', 't'}"
prohibit,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'h', 't', 'b', 'r', 'p', 'o']",{'e'}
lower,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'v', 'w', 'p', 't', 'l']","{'v', 'p', 't'}"
where,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'h', 't', 'r', 'w']",{'t'}
aware,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'w', 'k', 'r']",{'k'}
particle,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 't', 'p', 'c', 'r', 'a', 'l']",{'o'}
discuss,7,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'd', 's', 'c', 'u']","{'y', 'e'}"
construct,9,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'u', 'c', 't', 'r', 'n', 's']","{'e', 'i'}"
permanent,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 't', 'r', 'm', 'a', 'p']",set()
choice,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'c', 'h']",{'a'}
obtain,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 't', 'b', 'o']",{'e'}
english,7,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 'l', 'n', 'h', 'g', 'i', 's']",{'t'}
chamber,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'n', 'c', 'h', 'b', 'm', 'a']","{'i', 't', 'n'}"
boot,4,10,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'r', 'k', 'n', 't', 'f', 'b']","{'e', 'r', 'f', 'n', 'd', 'k', 'l'}"
spell,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'l', 'm', 'p']","{'m', 'a'}"
birth,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'h', 'f', 'x', 'b', 'r']","{'e', 'f', 'a', 'o', 'x'}"
complete,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'n', 'c', 't', 'm', 'p', 'l', 'o']",{'n'}
prominent,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'm', 'r', 'i', 'p', 'o']",set()
cave,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'g', 'v']","{'t', 'r', 'g', 'm', 's'}"
reduction,9,9,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'u', 'c', 'r', 'd', 'o']",set()
shell,5,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'l', 'm', 'p', 'h']","{'m', 'p', 'a'}"
terms,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'i', 't', 'r', 'm', 's']","{'i', 'a', 'l'}"
kit,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'd', 't', 'k']","{'e', 'd', 'a', 'p', 'o', 's'}"
exotic,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'i', 'c', 'o', 'x']",set()
county,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'l', 't', 'u', 'c', 'n', 'y']","{'e', 'l', 'i'}"
head,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 't', 'm', 'k', 'h', 'd']","{'t', 'r', 'm', 'k', 'l'}"
urge,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'r', 'g']","{'i', 'a', 'o'}"
criticism,9,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 't', 'r', 'm', 's']",{'e'}
convey,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'c', 'v', 'y', 'o']","{'r', 't'}"
widow,5,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'i', 'd', 'w']","{'r', 'e', 'a'}"
chair,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'i', 't', 'c', 'h']","{'e', 't'}"
suspicion,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 'u', 'c', 'p', 's']",{'e'}
facilitate,10,7,0,5000EnglishWordsFrequency.txt,"['i', 't', 'c', 'e', 'f', 'a', 'l']",set()
suite,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'l', 'n', 't', 'u']","{'r', 'a', 'l', 'n'}"
read,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 'd']",{'l'}
highway,7,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'l', 't', 'h', 'g', 'a', 'w']","{'e', 'l', 't'}"
imagination,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'n', 'g', 'm', 'a', 'o']",set()
ridge,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'l', 'c', 'r', 'g', 'd']","{'c', 'a', 'l'}"
signature,9,9,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'u', 't', 'r', 'n', 'g', 'i', 's']",set()
perform,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'f', 'm', 'p', 'o']",{'i'}
sport,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 's', 't', 'h', 'p']","{'e', 'a', 'h'}"
outcome,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'u', 'c', 't', 'm']",{'i'}
arena,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'n']",set()
version,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 's', 'r', 'a', 'v', 'o']",{'a'}
